From Date,To Date,Ozone,CO,SO2,NO2,PM10,PM2.5,State,City,Station
06-02-2023 00:00,07-02-2023 00:00,,,,,,,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
07-02-2023 00:00,08-02-2023 00:00,1.1100000000000001,0.62,77.680000000000007,12.03,76.069999999999993,38.159999999999997,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
08-02-2023 00:00,09-02-2023 00:00,1.24,0.6,76.040000000000006,11.33,86.32,48.29,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
09-02-2023 00:00,10-02-2023 00:00,1.25,0.61,75.400000000000006,10.42,78.510000000000005,38.15,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
10-02-2023 00:00,11-02-2023 00:00,1.27,0.6,76.89,13.31,73.03,34.94,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
11-02-2023 00:00,12-02-2023 00:00,1.17,0.57999999999999996,34.270000000000003,19.7,83.92,30.4,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
12-02-2023 00:00,13-02-2023 00:00,1.26,0.57999999999999996,60.28,16.190000000000001,94.8,28.76,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
13-02-2023 00:00,14-02-2023 00:00,1.22,0.56000000000000005,56.26,15.65,81.260000000000005,21.71,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
14-02-2023 00:00,15-02-2023 00:00,1.1599999999999999,0.6,50.22,15.31,90.83,35.58,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
15-02-2023 00:00,16-02-2023 00:00,1.1599999999999999,0.62,77.67,14.96,91.35,42.45,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
16-02-2023 00:00,17-02-2023 00:00,1.17,0.59,77.62,11.76,84.54,38.06,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
17-02-2023 00:00,18-02-2023 00:00,1.28,0.57999999999999996,77.75,12.39,96.9,50.19,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
18-02-2023 00:00,19-02-2023 00:00,1.24,0.55000000000000004,84.2,14.33,85.4,44.21,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
19-02-2023 00:00,20-02-2023 00:00,1.1399999999999999,0.53,87.49,9.68,60.35,32.81,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
20-02-2023 00:00,21-02-2023 00:00,1.1100000000000001,0.49,81.48,9.99,59.45,26.54,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
21-02-2023 00:00,22-02-2023 00:00,1.27,0.5,82.31,11.41,61.09,24.77,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
22-02-2023 00:00,23-02-2023 00:00,,,,,,,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
23-02-2023 00:00,24-02-2023 00:00,1.29,0.59,78.19,3.97,56.43,,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
24-02-2023 00:00,25-02-2023 00:00,1.23,0.56999999999999995,86.32,5.54,62.3,37.83,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
25-02-2023 00:00,26-02-2023 00:00,,,,,,,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
26-02-2023 00:00,27-02-2023 00:00,,,,,,,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
27-02-2023 00:00,28-02-2023 00:00,1.22,0.55000000000000004,75.31,9.16,45.32,16.79,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
28-02-2023 00:00,01-03-2023 00:00,1.23,0.61,73.900000000000006,5.87,75.59,34.68,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
01-03-2023 00:00,02-03-2023 00:00,1.17,0.63,56.35,5.74,70.52,30.47,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
02-03-2023 00:00,03-03-2023 00:00,1.25,0.64,28.17,3.86,54.41,34.74,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
03-03-2023 00:00,04-03-2023 00:00,,,,,,,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
04-03-2023 00:00,05-03-2023 00:00,,,,,,,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
05-03-2023 00:00,06-03-2023 00:00,,,,,,,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
06-03-2023 00:00,07-03-2023 00:00,1.1299999999999999,0.62,27.52,7.03,60.47,22.04,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
07-03-2023 00:00,08-03-2023 00:00,1.1399999999999999,0.64,27.51,7.14,56.44,23.09,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
08-03-2023 00:00,09-03-2023 00:00,1.17,0.61,15.2,3.06,65.099999999999994,33.659999999999997,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
09-03-2023 00:00,10-03-2023 00:00,1.1299999999999999,0.64,16.100000000000001,3.81,67.739999999999995,36.94,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
10-03-2023 00:00,11-03-2023 00:00,1.1599999999999999,0.68,17.54,5.28,75.650000000000006,37.65,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
11-03-2023 00:00,12-03-2023 00:00,1.22,0.66,18.18,5.48,76.55,37.700000000000003,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
12-03-2023 00:00,13-03-2023 00:00,1.24,0.65,19.03,4.42,56.11,27.53,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
13-03-2023 00:00,14-03-2023 00:00,1.1399999999999999,0.69,44.05,4.3,67.180000000000007,37.51,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
14-03-2023 00:00,15-03-2023 00:00,1.23,0.74,65.31,5.84,76.14,40.74,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
15-03-2023 00:00,16-03-2023 00:00,1.28,0.74,30.5,4.3499999999999996,98.91,46.75,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
16-03-2023 00:00,17-03-2023 00:00,1.05,0.73,27.74,2.2000000000000002,63.13,32.86,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
17-03-2023 00:00,18-03-2023 00:00,1.1200000000000001,0.73,29.09,2.3199999999999998,39,13.35,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
18-03-2023 00:00,19-03-2023 00:00,,,,,,,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
19-03-2023 00:00,20-03-2023 00:00,,,,,,,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
20-03-2023 00:00,21-03-2023 00:00,1.24,0.67,80.02,4.17,35.049999999999997,18.98,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
21-03-2023 00:00,22-03-2023 00:00,1.17,0.66,78.09,3.74,39.44,18.45,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
22-03-2023 00:00,23-03-2023 00:00,1.1499999999999999,0.66,78.59,2.52,31.41,11.16,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
23-03-2023 00:00,24-03-2023 00:00,,,,,,,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
24-03-2023 00:00,25-03-2023 00:00,1.1399999999999999,0.68,79.83,2.76,42.25,14.61,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
25-03-2023 00:00,26-03-2023 00:00,1.1299999999999999,0.69,79.260000000000005,4.0999999999999996,41.14,16.21,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
26-03-2023 00:00,27-03-2023 00:00,1.18,0.68,79.209999999999994,2.27,30.41,13.98,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
27-03-2023 00:00,28-03-2023 00:00,1.1100000000000001,0.64,79.17,2.4300000000000002,30.87,19.329999999999998,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
28-03-2023 00:00,29-03-2023 00:00,1.1299999999999999,0.72,64.41,3.89,52.3,29.5,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
29-03-2023 00:00,30-03-2023 00:00,1.1599999999999999,0.7,62.39,2.48,28.19,28.21,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
30-03-2023 00:00,31-03-2023 00:00,1.25,0.71,18.72,3.37,66.75,32.06,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
31-03-2023 00:00,01-04-2023 00:00,1.22,0.72,65.349999999999994,4.5999999999999996,56.13,27.17,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
01-04-2023 00:00,02-04-2023 00:00,1.25,0.68,65.77,3.33,34.65,21.64,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
02-04-2023 00:00,03-04-2023 00:00,1.19,0.66,23.57,4.1500000000000004,48.15,30.14,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
03-04-2023 00:00,04-04-2023 00:00,1.17,0.64,41.28,4.74,41.05,21.79,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
04-04-2023 00:00,05-04-2023 00:00,0.94,0.62,64.31,2.2200000000000002,30.25,19.079999999999998,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
05-04-2023 00:00,06-04-2023 00:00,1.27,0.72,49.92,3.02,,26.75,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
06-04-2023 00:00,07-04-2023 00:00,1.22,0.69,38.71,3.22,57.51,19.61,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
07-04-2023 00:00,08-04-2023 00:00,1.03,0.64,65.2,2.35,39.68,23.04,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
08-04-2023 00:00,09-04-2023 00:00,1.06,0.6,77.16,3.02,48.11,29.89,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
09-04-2023 00:00,10-04-2023 00:00,1.2,0.6,82.53,3.01,47.42,27.34,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
10-04-2023 00:00,11-04-2023 00:00,1.18,0.57999999999999996,75.319999999999993,2.78,50.73,32.700000000000003,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
11-04-2023 00:00,12-04-2023 00:00,1.1499999999999999,0.6,87.4,4.1100000000000003,80.489999999999995,55.53,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
12-04-2023 00:00,13-04-2023 00:00,1.1599999999999999,0.7,83.32,5.67,82.4,46.46,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
13-04-2023 00:00,14-04-2023 00:00,1.18,0.77,86.39,4.78,102.07,58.94,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
14-04-2023 00:00,15-04-2023 00:00,1.27,0.8,78.75,11.29,78.97,46.12,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
15-04-2023 00:00,16-04-2023 00:00,,,,,,,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
16-04-2023 00:00,17-04-2023 00:00,,,,,,,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
17-04-2023 00:00,18-04-2023 00:00,1.05,0.77,71.72,5.48,66.67,32.57,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
18-04-2023 00:00,19-04-2023 00:00,,,,,,,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
19-04-2023 00:00,20-04-2023 00:00,1.36,0.82,71.05,2.16,63.4,35.79,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
20-04-2023 00:00,21-04-2023 00:00,,,,,,,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
21-04-2023 00:00,22-04-2023 00:00,,,,,,,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
22-04-2023 00:00,23-04-2023 00:00,,,,,,,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
23-04-2023 00:00,24-04-2023 00:00,,,,,,,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
24-04-2023 00:00,25-04-2023 00:00,,,,,,,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
25-04-2023 00:00,26-04-2023 00:00,1.1100000000000001,0.83,74.91,5.59,28.43,13.23,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
26-04-2023 00:00,27-04-2023 00:00,,,,,,,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
27-04-2023 00:00,28-04-2023 00:00,1.1399999999999999,0.74,75.260000000000005,2.73,74.45,44.01,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
28-04-2023 00:00,29-04-2023 00:00,1.17,0.75,71.31,2.7,38.6,21.24,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
29-04-2023 00:00,30-04-2023 00:00,1.1299999999999999,0.72,70.59,2.2400000000000002,38.15,18.670000000000002,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
30-04-2023 00:00,01-05-2023 00:00,1.1200000000000001,0.7,70.31,1.8,32.04,22.81,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
01-05-2023 00:00,02-05-2023 00:00,,,,,,,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
02-05-2023 00:00,03-05-2023 00:00,1.2,0.66,72.959999999999994,2.77,22.86,13.05,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
03-05-2023 00:00,04-05-2023 00:00,,,,,,,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
04-05-2023 00:00,05-05-2023 00:00,1.17,0.54,74.900000000000006,2.4300000000000002,28.67,20.329999999999998,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
05-05-2023 00:00,06-05-2023 00:00,1.26,0.64,72.569999999999993,2.67,32.18,20.65,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
06-05-2023 00:00,07-05-2023 00:00,1.28,0.71,73.86,3.45,27.71,15,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
07-05-2023 00:00,08-05-2023 00:00,1.22,0.67,73.22,2.19,29.94,20.010000000000002,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
08-05-2023 00:00,09-05-2023 00:00,1.29,0.64,71.349999999999994,2.36,25.43,12.4,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
09-05-2023 00:00,10-05-2023 00:00,1.28,0.69,73.900000000000006,3.06,32.590000000000003,16.5,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
10-05-2023 00:00,11-05-2023 00:00,1.25,0.73,74.97,2.61,31.83,20.46,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
11-05-2023 00:00,12-05-2023 00:00,1.27,0.78,77.319999999999993,2.78,53.15,36.26,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
12-05-2023 00:00,13-05-2023 00:00,1.22,0.81,80.86,3.2,67.87,39.119999999999997,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
13-05-2023 00:00,14-05-2023 00:00,1.26,0.79,78.459999999999994,2.13,64.14,39.24,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
14-05-2023 00:00,15-05-2023 00:00,1.26,0.75,35.07,2.7,51.15,33.56,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
15-05-2023 00:00,16-05-2023 00:00,1.27,0.77,49.02,2.23,57.04,37.049999999999997,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
16-05-2023 00:00,17-05-2023 00:00,1.22,0.83,22.08,1.51,67.87,38.39,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
17-05-2023 00:00,18-05-2023 00:00,1.25,0.91,49.34,3.97,72.14,43.27,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
18-05-2023 00:00,19-05-2023 00:00,1.22,0.91,61.76,3.06,,41.34,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
19-05-2023 00:00,20-05-2023 00:00,1.22,0.91,42.1,2.33,58.22,33.94,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
20-05-2023 00:00,21-05-2023 00:00,1.27,0.93,22.24,1.59,44.52,26.43,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
21-05-2023 00:00,22-05-2023 00:00,1.1599999999999999,0.97,65.540000000000006,1.57,45.17,24.83,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
22-05-2023 00:00,23-05-2023 00:00,1.1200000000000001,0.97,64.900000000000006,2.14,37.08,25.07,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
23-05-2023 00:00,24-05-2023 00:00,1.1100000000000001,0.98,22.82,1.94,47.43,30.89,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
24-05-2023 00:00,25-05-2023 00:00,1.23,1,24.84,2.37,,26.93,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
25-05-2023 00:00,26-05-2023 00:00,1.19,1.01,19.579999999999998,1.98,48.13,25.19,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
26-05-2023 00:00,27-05-2023 00:00,1,1.02,21.88,2,27.34,16.37,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
27-05-2023 00:00,28-05-2023 00:00,0.98,1.06,19.71,1.62,32,29,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
28-05-2023 00:00,29-05-2023 00:00,,,,,,,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
29-05-2023 00:00,30-05-2023 00:00,,,,,,,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
30-05-2023 00:00,31-05-2023 00:00,,,,,,,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
31-05-2023 00:00,01-06-2023 00:00,,,,,,,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
01-06-2023 00:00,02-06-2023 00:00,,,,,,,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
02-06-2023 00:00,03-06-2023 00:00,,,,,,,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
03-06-2023 00:00,04-06-2023 00:00,,,,,,,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
04-06-2023 00:00,05-06-2023 00:00,,,,,,,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
05-06-2023 00:00,06-06-2023 00:00,,,,,,,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
06-06-2023 00:00,07-06-2023 00:00,1.01,1.26,34.119999999999997,1.3,60.54,28.32,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
07-06-2023 00:00,08-06-2023 00:00,1.1399999999999999,1.25,31.87,1,36.83,18.48,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
08-06-2023 00:00,09-06-2023 00:00,1.24,1.23,78.45,1.31,45.26,12.92,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
09-06-2023 00:00,10-06-2023 00:00,,,,,,,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
10-06-2023 00:00,11-06-2023 00:00,,,,,,,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
11-06-2023 00:00,12-06-2023 00:00,,,,,,,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
12-06-2023 00:00,13-06-2023 00:00,1.1599999999999999,1.23,79.430000000000007,0.98,29.87,18.59,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
13-06-2023 00:00,14-06-2023 00:00,1.2,1.1499999999999999,79.34,1.93,52.34,16.77,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
14-06-2023 00:00,15-06-2023 00:00,1.1499999999999999,1.1399999999999999,76.33,3.16,42.19,18.07,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
15-06-2023 00:00,16-06-2023 00:00,1.21,1.1599999999999999,75.040000000000006,1.91,,14.6,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
16-06-2023 00:00,17-06-2023 00:00,1.27,1.1299999999999999,51.31,1.48,28.07,18.36,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
17-06-2023 00:00,18-06-2023 00:00,1.28,1.1100000000000001,32.39,1.01,,14.01,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
18-06-2023 00:00,19-06-2023 00:00,,,,,,,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
19-06-2023 00:00,20-06-2023 00:00,1.23,1.1399999999999999,79.510000000000005,1.27,50.82,26.12,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
20-06-2023 00:00,21-06-2023 00:00,1.25,1.1599999999999999,76.59,2.17,48.94,24.33,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
21-06-2023 00:00,22-06-2023 00:00,1.29,1.1299999999999999,79.64,1.57,46.85,24.51,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
22-06-2023 00:00,23-06-2023 00:00,1.29,1.1200000000000001,78.150000000000006,2.54,94.69,31.18,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
23-06-2023 00:00,24-06-2023 00:00,1.22,1.08,78.680000000000007,1.39,43.07,22.82,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
24-06-2023 00:00,25-06-2023 00:00,1.18,1.07,81.27,2.17,41.2,24.64,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
25-06-2023 00:00,26-06-2023 00:00,1.1200000000000001,1.06,79.95,1.2,24.64,22.43,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
26-06-2023 00:00,27-06-2023 00:00,1.17,1.07,80.17,1.5,38.770000000000003,19.64,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
27-06-2023 00:00,28-06-2023 00:00,1.2,1.05,79.89,0.63,26.25,14.27,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
28-06-2023 00:00,29-06-2023 00:00,,,,,,,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
29-06-2023 00:00,30-06-2023 00:00,,,,,,,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
30-06-2023 00:00,01-07-2023 00:00,1.24,1.06,66.52,2.02,30.3,16.809999999999999,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
01-07-2023 00:00,02-07-2023 00:00,,,,,,,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
02-07-2023 00:00,03-07-2023 00:00,,,,,,,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
03-07-2023 00:00,04-07-2023 00:00,1.27,0.97,56.17,1.87,16.510000000000002,9.59,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
04-07-2023 00:00,05-07-2023 00:00,1.23,1.01,47.47,1.91,27,12.06,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
05-07-2023 00:00,06-07-2023 00:00,1.1100000000000001,0.95,42.25,1.01,,3.97,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
06-07-2023 00:00,07-07-2023 00:00,2.93,0.61,77.92,2.2200000000000002,28.24,10.91,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
07-07-2023 00:00,08-07-2023 00:00,3.14,0.44,87.05,1.57,25.9,12.76,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
08-07-2023 00:00,09-07-2023 00:00,3.18,0.49,87.61,2.39,24.98,11.83,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
09-07-2023 00:00,10-07-2023 00:00,3.14,0.48,89.38,1.76,22.69,13.52,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
10-07-2023 00:00,11-07-2023 00:00,3.17,0.48,88.51,1.95,40.130000000000003,18.399999999999999,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
11-07-2023 00:00,12-07-2023 00:00,3.08,0.5,89.27,1.51,26.79,13.12,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
12-07-2023 00:00,13-07-2023 00:00,3.17,0.5,73.959999999999994,2.23,41.53,18.170000000000002,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
13-07-2023 00:00,14-07-2023 00:00,3.17,0.47,33.19,1.62,18.23,11.74,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
14-07-2023 00:00,15-07-2023 00:00,3.16,0.5,25.11,1.5,24.66,15.13,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
15-07-2023 00:00,16-07-2023 00:00,3.23,0.51,24.98,1.32,10,7.23,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
16-07-2023 00:00,17-07-2023 00:00,,,,,,,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
17-07-2023 00:00,18-07-2023 00:00,3.12,0.47,30.39,0.92,30,17.34,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
18-07-2023 00:00,19-07-2023 00:00,2.76,0.47,23.21,0.59,28.36,13.23,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
19-07-2023 00:00,20-07-2023 00:00,2.62,0.48,49.28,0.72,34.090000000000003,12.58,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
20-07-2023 00:00,21-07-2023 00:00,2.59,0.45,65.44,0.6,42.43,15.03,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
21-07-2023 00:00,22-07-2023 00:00,2.7,0.48,65.55,0.47,56.94,18.45,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
22-07-2023 00:00,23-07-2023 00:00,3.04,0.43,64.930000000000007,0.62,42.53,13.61,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
23-07-2023 00:00,24-07-2023 00:00,3.11,0.42,38.520000000000003,0.63,26.01,12.23,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
24-07-2023 00:00,25-07-2023 00:00,2.89,0.39,22,0.65,21.45,11.01,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
25-07-2023 00:00,26-07-2023 00:00,3.2,0.39,33.659999999999997,0.64,22.94,14.46,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
26-07-2023 00:00,27-07-2023 00:00,,,,,,,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
27-07-2023 00:00,28-07-2023 00:00,3.19,0.38,21.68,0.86,28.43,12.29,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
28-07-2023 00:00,29-07-2023 00:00,3.2,0.38,21.71,0.72,27.71,13.68,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
29-07-2023 00:00,30-07-2023 00:00,3.19,0.38,21.67,0.7,34.049999999999997,16.45,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
30-07-2023 00:00,31-07-2023 00:00,,,,,,,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
31-07-2023 00:00,31-07-2023 00:00,,,,,,,Tamil Nadu,Salem,"Sona College of Technology, Salem - TNPCB"
01-08-2021 00:00,02-08-2021 00:00,19.55,0.71,9.5500000000000007,10.41,66.23,6.66,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB"
