From Date,To Date,Ozone,CO,SO2,NO2,PM10,PM2.5,State,City,Station
05-05-2022 00:00,06-05-2022 00:00,8.09,0.89,4.68,19.88,70.69,25.77,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
06-05-2022 00:00,07-05-2022 00:00,7.92,0.9,9.01,10.76,53.53,18.57,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
07-05-2022 00:00,08-05-2022 00:00,8.9600000000000009,1.1499999999999999,3.93,21.6,86.66,39.299999999999997,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
08-05-2022 00:00,09-05-2022 00:00,,,,,,,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
09-05-2022 00:00,10-05-2022 00:00,7.6,1.28,7.58,32.11,128.78,51.1,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
10-05-2022 00:00,11-05-2022 00:00,8.0399999999999991,1.44,3.98,36.43,71.14,34.5,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
11-05-2022 00:00,12-05-2022 00:00,8.1199999999999992,1.47,3.3,37.39,77.400000000000006,32.35,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
12-05-2022 00:00,13-05-2022 00:00,9.39,1.21,3.53,27.79,57.52,24.46,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
13-05-2022 00:00,14-05-2022 00:00,8.83,1.18,3.55,18.3,56.98,23.88,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
14-05-2022 00:00,15-05-2022 00:00,7.8,1.1399999999999999,3.96,20.010000000000002,77.19,26.01,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
15-05-2022 00:00,16-05-2022 00:00,7.55,1.1100000000000001,3.79,17.41,51.07,20.09,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
16-05-2022 00:00,17-05-2022 00:00,8.26,1.08,3.19,18.32,42.59,16.95,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
17-05-2022 00:00,18-05-2022 00:00,7.77,1.03,3.26,16.84,55.18,16.309999999999999,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
18-05-2022 00:00,19-05-2022 00:00,7.27,0.83,11.37,6.85,42.49,4.1500000000000004,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
19-05-2022 00:00,20-05-2022 00:00,8.1,0.94,3.82,9.32,54.52,14.17,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
20-05-2022 00:00,21-05-2022 00:00,8.1,1.25,2.23,23.42,104.86,30.12,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
21-05-2022 00:00,22-05-2022 00:00,8.52,1.37,2.88,26.54,104.27,28.05,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
22-05-2022 00:00,23-05-2022 00:00,8.58,1.17,3.28,21.84,100.74,30.42,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
23-05-2022 00:00,24-05-2022 00:00,9.01,0.97,5.3,13.14,50.29,17.53,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
24-05-2022 00:00,25-05-2022 00:00,9.23,1.03,4.88,13.46,60.06,19.48,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
25-05-2022 00:00,26-05-2022 00:00,8.6300000000000008,1.07,3.27,16.13,67.260000000000005,20.190000000000001,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
26-05-2022 00:00,27-05-2022 00:00,8.16,1.21,7.51,26.37,71.430000000000007,25.96,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
27-05-2022 00:00,28-05-2022 00:00,10.37,1.04,4.21,20.64,67.12,23.49,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
28-05-2022 00:00,29-05-2022 00:00,9.1199999999999992,1.03,4.2,18.89,88.72,26.09,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
29-05-2022 00:00,30-05-2022 00:00,7.86,0.73,6.16,9.14,43.67,15.39,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
30-05-2022 00:00,31-05-2022 00:00,8.42,1.0900000000000001,3.63,18.829999999999998,75.290000000000006,26.03,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
31-05-2022 00:00,01-06-2022 00:00,8.84,1.04,4.79,22.26,66.739999999999995,22.89,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
01-06-2022 00:00,02-06-2022 00:00,8.7100000000000009,1.01,5.93,19.989999999999998,71.03,25.47,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
02-06-2022 00:00,03-06-2022 00:00,9.26,1.08,3.53,24.81,81.180000000000007,28.42,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
03-06-2022 00:00,04-06-2022 00:00,9.31,1.03,4.1399999999999997,15.97,70.349999999999994,26.48,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
04-06-2022 00:00,05-06-2022 00:00,8.69,0.86,3.44,4.83,65.14,20.22,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
05-06-2022 00:00,06-06-2022 00:00,7.4,0.87,3.03,,61.64,18.86,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
06-06-2022 00:00,07-06-2022 00:00,8.93,1.03,3.98,,54.06,20.27,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
07-06-2022 00:00,08-06-2022 00:00,8.98,1.22,2.88,,71.8,23.78,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
08-06-2022 00:00,09-06-2022 00:00,8.09,1.03,3.66,,73.89,20.75,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
09-06-2022 00:00,10-06-2022 00:00,8.32,0.8,3.58,,72.5,21.48,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
10-06-2022 00:00,11-06-2022 00:00,8,0.93,5.35,,73.3,19.3,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
11-06-2022 00:00,12-06-2022 00:00,7.89,0.8,4.28,,64.239999999999995,16.350000000000001,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
12-06-2022 00:00,13-06-2022 00:00,7.4,0.83,2.65,,69.67,19.170000000000002,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
13-06-2022 00:00,14-06-2022 00:00,8.07,0.8,3.09,,38.82,12.57,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
14-06-2022 00:00,15-06-2022 00:00,9.31,0.76,3.29,,56.97,23.5,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
15-06-2022 00:00,16-06-2022 00:00,8.69,0.64,3.58,,35.450000000000003,15.24,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
16-06-2022 00:00,17-06-2022 00:00,9.75,0.83,2.78,,36.17,16.37,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
17-06-2022 00:00,18-06-2022 00:00,9.44,0.66,3.49,,41.57,19.03,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
18-06-2022 00:00,19-06-2022 00:00,7.08,0.78,3.52,,29.78,12.43,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
19-06-2022 00:00,20-06-2022 00:00,8.42,0.59,4.0199999999999996,,34.21,11.46,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
20-06-2022 00:00,21-06-2022 00:00,7.54,0.91,3.69,,30.54,14.21,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
21-06-2022 00:00,22-06-2022 00:00,8.1999999999999993,1.1599999999999999,4.95,,32.020000000000003,14.82,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
22-06-2022 00:00,23-06-2022 00:00,8.27,0.98,3.29,,47.28,18.88,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
23-06-2022 00:00,24-06-2022 00:00,8.1,0.8,3.73,,58.67,22.59,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
24-06-2022 00:00,25-06-2022 00:00,8.26,0.9,3.84,,66.099999999999994,28.01,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
25-06-2022 00:00,26-06-2022 00:00,10.62,0.93,3.26,,58.52,18.91,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
26-06-2022 00:00,27-06-2022 00:00,8.02,0.86,2.63,,72.53,27.18,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
27-06-2022 00:00,28-06-2022 00:00,8.64,0.91,2.58,,67.59,19.75,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
28-06-2022 00:00,29-06-2022 00:00,8.15,0.93,3.09,,87.29,22.8,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
29-06-2022 00:00,30-06-2022 00:00,7.49,0.99,2.35,,59.67,19.79,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
30-06-2022 00:00,01-07-2022 00:00,7.72,1.1499999999999999,3.34,,39.18,15.32,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
01-07-2022 00:00,02-07-2022 00:00,8.26,1.1000000000000001,3.03,,47.09,17.36,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
02-07-2022 00:00,03-07-2022 00:00,8.18,1.1000000000000001,2.34,,59.69,16.46,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
03-07-2022 00:00,04-07-2022 00:00,8.3699999999999992,1.2,2.99,,68.61,22.21,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
04-07-2022 00:00,05-07-2022 00:00,8.7799999999999994,1.42,3.65,,59.4,18.149999999999999,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
05-07-2022 00:00,06-07-2022 00:00,8.19,1.35,3.48,,49.53,15.36,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
06-07-2022 00:00,07-07-2022 00:00,8.08,1.57,3.3,,47.44,19.55,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
07-07-2022 00:00,08-07-2022 00:00,8.01,1.64,2.48,,79.44,23.52,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
08-07-2022 00:00,09-07-2022 00:00,10.08,1.51,3.57,,62.78,16.100000000000001,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
09-07-2022 00:00,10-07-2022 00:00,8.23,1.53,3.48,,89.31,23.43,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
10-07-2022 00:00,11-07-2022 00:00,8.76,1.3,2.67,,49.56,13.81,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
11-07-2022 00:00,12-07-2022 00:00,9.64,1.28,3.51,,48.61,13.49,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
12-07-2022 00:00,13-07-2022 00:00,8.51,1.37,2.56,,62.67,17.77,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
13-07-2022 00:00,14-07-2022 00:00,9.33,1.4,1.93,,72.819999999999993,16.91,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
14-07-2022 00:00,15-07-2022 00:00,8.18,1.25,2.75,,66.67,14.17,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
15-07-2022 00:00,16-07-2022 00:00,8.98,1.28,2.52,,91.7,18.649999999999999,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
16-07-2022 00:00,17-07-2022 00:00,8.65,1.21,4.1399999999999997,,71.77,14.88,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
17-07-2022 00:00,18-07-2022 00:00,8.4700000000000006,1.1399999999999999,2.92,,37.04,12.93,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
18-07-2022 00:00,19-07-2022 00:00,8.57,1.33,2.92,,53.79,16.66,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
19-07-2022 00:00,20-07-2022 00:00,8.11,1.22,4.34,,64.84,25.69,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
20-07-2022 00:00,21-07-2022 00:00,8.41,1.39,3.28,,67.23,31.73,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
21-07-2022 00:00,22-07-2022 00:00,9.1300000000000008,1.1599999999999999,2.9,,54.32,16.68,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
22-07-2022 00:00,23-07-2022 00:00,8.15,1.2,6.73,,45.81,21.84,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
23-07-2022 00:00,24-07-2022 00:00,8.08,1.1000000000000001,2.99,,56.1,19.82,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
24-07-2022 00:00,25-07-2022 00:00,7.67,1.27,3.46,,55.92,18.920000000000002,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
25-07-2022 00:00,26-07-2022 00:00,7.8,1.66,0.93,,80.849999999999994,14.52,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
26-07-2022 00:00,27-07-2022 00:00,6.83,1.1000000000000001,3.11,,58.44,15.41,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
27-07-2022 00:00,28-07-2022 00:00,6.97,1.04,3.94,,49.7,17.600000000000001,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
28-07-2022 00:00,29-07-2022 00:00,7.07,0.95,2.8,,34.01,14.68,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
29-07-2022 00:00,30-07-2022 00:00,6.96,1.0900000000000001,3.65,,44.12,13.39,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
30-07-2022 00:00,31-07-2022 00:00,7.54,1.2,2.16,,47.64,21.2,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
31-07-2022 00:00,01-08-2022 00:00,7.5,0.91,3.67,,39.81,18.64,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
01-08-2022 00:00,02-08-2022 00:00,8.15,1.03,2.79,,47.68,22.79,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
02-08-2022 00:00,03-08-2022 00:00,8.2899999999999991,0.89,3.84,,57.82,26.8,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
03-08-2022 00:00,04-08-2022 00:00,7.73,1.34,2.15,,64.25,28.76,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
04-08-2022 00:00,05-08-2022 00:00,7.97,1.59,3.01,,108.49,33.979999999999997,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
05-08-2022 00:00,06-08-2022 00:00,9.66,1.36,2.84,29.51,70.66,16.149999999999999,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
06-08-2022 00:00,07-08-2022 00:00,9.23,1.29,3.5,21.1,65.260000000000005,14.47,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
07-08-2022 00:00,08-08-2022 00:00,9.16,1.37,3.07,16.68,44.62,11.48,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
08-08-2022 00:00,09-08-2022 00:00,8.58,1.46,2.37,20.64,97.1,19.21,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
09-08-2022 00:00,10-08-2022 00:00,7.41,1.75,3.52,18.829999999999998,81.510000000000005,14.75,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
10-08-2022 00:00,11-08-2022 00:00,7.27,1.23,2.66,17.84,81.67,14.29,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
11-08-2022 00:00,12-08-2022 00:00,7.3,0.89,2.48,18.22,65.430000000000007,15.57,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
12-08-2022 00:00,13-08-2022 00:00,8.16,1.1599999999999999,2.56,20.190000000000001,75.34,19.989999999999998,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
13-08-2022 00:00,14-08-2022 00:00,7.6,1.19,3.64,18.91,61.52,15.86,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
14-08-2022 00:00,15-08-2022 00:00,7.77,1.22,4.37,17.16,43.73,10.27,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
15-08-2022 00:00,16-08-2022 00:00,8.31,1.21,2.89,19.329999999999998,62.23,23.28,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
16-08-2022 00:00,17-08-2022 00:00,7.32,1.07,3,8.69,46.98,10.75,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
17-08-2022 00:00,18-08-2022 00:00,7.41,1.18,3.41,11.25,47.01,13.2,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
18-08-2022 00:00,19-08-2022 00:00,12.94,1.22,3.42,17.04,49.9,17.77,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
19-08-2022 00:00,20-08-2022 00:00,8.49,1.23,3.03,17.309999999999999,50.54,18.68,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
20-08-2022 00:00,21-08-2022 00:00,7.85,1.49,2.92,22.38,79.25,22.33,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
21-08-2022 00:00,22-08-2022 00:00,8.81,1.32,2.78,17.059999999999999,66.59,19.95,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
22-08-2022 00:00,23-08-2022 00:00,7.83,1.3,3.22,15.37,40.33,12.88,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
23-08-2022 00:00,24-08-2022 00:00,8.1199999999999992,1.26,2.65,14.84,42.94,12.71,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
24-08-2022 00:00,25-08-2022 00:00,7.52,1.5,3.48,21.97,51.3,19.86,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
25-08-2022 00:00,26-08-2022 00:00,8,1.5,2.66,23.26,73.650000000000006,23.58,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
26-08-2022 00:00,27-08-2022 00:00,7.72,1.34,3.72,19.559999999999999,51.41,20.010000000000002,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
27-08-2022 00:00,28-08-2022 00:00,8.2200000000000006,1.34,2.17,20.43,38.32,15.41,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
28-08-2022 00:00,29-08-2022 00:00,8.3699999999999992,1.46,2.59,22.1,47.59,17.18,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
29-08-2022 00:00,30-08-2022 00:00,8.24,1.23,4.58,19.68,31.4,16.59,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
30-08-2022 00:00,31-08-2022 00:00,7.78,1.07,5.07,14.31,40.65,17.84,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
31-08-2022 00:00,01-09-2022 00:00,7.31,1.3,3.34,11.82,25.88,10.19,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
01-09-2022 00:00,02-09-2022 00:00,7.84,2.08,2.0699999999999998,22.86,52.31,25.62,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
02-09-2022 00:00,03-09-2022 00:00,7.6,1.24,2.56,15.39,35.630000000000003,22.36,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
03-09-2022 00:00,04-09-2022 00:00,8.17,1.08,3.18,15.63,50.57,22.89,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
04-09-2022 00:00,05-09-2022 00:00,7.35,1.05,3.07,9.2100000000000009,34.36,14.46,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
05-09-2022 00:00,06-09-2022 00:00,7.75,1.19,3.65,18.29,50.95,21.75,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
06-09-2022 00:00,07-09-2022 00:00,7.82,1.1599999999999999,3.47,11.88,44.83,19.16,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
07-09-2022 00:00,08-09-2022 00:00,8.17,1.65,2.71,19.920000000000002,57.88,21.26,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
08-09-2022 00:00,09-09-2022 00:00,7.72,1.96,3.81,22.98,67.010000000000005,23.12,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
09-09-2022 00:00,10-09-2022 00:00,7.93,1.72,2.37,23.27,57.13,20.58,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
10-09-2022 00:00,11-09-2022 00:00,7.86,1.62,2.81,23.48,66.099999999999994,19.12,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
11-09-2022 00:00,12-09-2022 00:00,8.39,1.27,2.19,13.57,49.41,12.88,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
12-09-2022 00:00,13-09-2022 00:00,7.53,1.21,3,9.84,65.959999999999994,17.43,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
13-09-2022 00:00,14-09-2022 00:00,7.35,1.1499999999999999,2.02,9.4700000000000006,49.89,16.12,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
14-09-2022 00:00,15-09-2022 00:00,7.4,1.08,4.07,9.8000000000000007,50.31,14.55,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
15-09-2022 00:00,16-09-2022 00:00,7.96,1.43,2.81,19.52,68.180000000000007,22.5,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
16-09-2022 00:00,17-09-2022 00:00,7.71,1.44,2.86,17.62,67.08,22.88,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
17-09-2022 00:00,18-09-2022 00:00,7.76,1.26,3.46,20.95,61.44,23.73,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
18-09-2022 00:00,19-09-2022 00:00,7.86,1.22,2.46,,50.52,18.89,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
19-09-2022 00:00,20-09-2022 00:00,8.11,1.41,3.66,,53.24,18.11,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
20-09-2022 00:00,21-09-2022 00:00,8.25,1.79,2.75,38.65,80.97,22.56,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
21-09-2022 00:00,22-09-2022 00:00,8.14,1.33,5.66,20.3,63.38,22.88,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
22-09-2022 00:00,23-09-2022 00:00,7.87,1.21,5.16,13.89,57.28,18.55,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
23-09-2022 00:00,24-09-2022 00:00,7.93,1.1499999999999999,4.28,12.69,58.17,19.100000000000001,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
24-09-2022 00:00,25-09-2022 00:00,7.83,1.0900000000000001,3.36,14.41,42.6,16.59,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
25-09-2022 00:00,26-09-2022 00:00,9,1.08,2.34,12.3,55.07,20.09,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
26-09-2022 00:00,27-09-2022 00:00,10.45,1.97,3.09,33.94,76.27,40.39,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
27-09-2022 00:00,28-09-2022 00:00,9.2799999999999994,1.18,6.48,21.6,54.82,28.04,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
28-09-2022 00:00,29-09-2022 00:00,8.5,1.9,2.87,35.78,76.09,37.65,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
29-09-2022 00:00,30-09-2022 00:00,7.99,1.65,3.7,30.58,70.650000000000006,31.83,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
30-09-2022 00:00,01-10-2022 00:00,8.64,1.94,3.21,31.8,83.82,31.21,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
01-10-2022 00:00,02-10-2022 00:00,7.83,1.73,4.0599999999999996,26.37,61.31,28.36,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
02-10-2022 00:00,03-10-2022 00:00,8.57,1.57,2.34,25.44,71.069999999999993,25.78,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
03-10-2022 00:00,04-10-2022 00:00,8.58,1.95,2.6,31.21,108.8,42.09,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
04-10-2022 00:00,05-10-2022 00:00,8.2799999999999994,1.57,4.1500000000000004,29.86,84.66,37.67,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
05-10-2022 00:00,06-10-2022 00:00,8.2200000000000006,1.92,6.49,38.29,102.14,68.150000000000006,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
06-10-2022 00:00,07-10-2022 00:00,7.7,1.46,6.03,30.34,63.54,32.78,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
07-10-2022 00:00,08-10-2022 00:00,7.65,1.44,6.88,39.9,53.33,31.2,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
08-10-2022 00:00,09-10-2022 00:00,7.84,1.86,6.56,35.46,80.069999999999993,46.59,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
09-10-2022 00:00,10-10-2022 00:00,7.45,1.18,6.81,18.739999999999998,20.56,17.2,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
10-10-2022 00:00,11-10-2022 00:00,7.81,1.21,6.5,18.09,26.18,14.06,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
11-10-2022 00:00,12-10-2022 00:00,7.48,1.1100000000000001,6.16,26.96,45.04,11.59,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
12-10-2022 00:00,13-10-2022 00:00,7.53,1.1499999999999999,5.3,24.02,33.53,12.14,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
13-10-2022 00:00,14-10-2022 00:00,7.24,1.1100000000000001,5.8,14.67,27.12,10.68,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
14-10-2022 00:00,15-10-2022 00:00,8.0299999999999994,1.46,6.52,16.64,34.6,15.48,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
15-10-2022 00:00,16-10-2022 00:00,7.76,1.18,6.71,17.11,34.18,13.74,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
16-10-2022 00:00,17-10-2022 00:00,7.54,1,4.55,12.58,12.12,6.23,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
17-10-2022 00:00,18-10-2022 00:00,7.68,1.08,5.5,9.3000000000000007,13.03,6.4,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
18-10-2022 00:00,19-10-2022 00:00,8.1300000000000008,1.25,6.27,15.3,41.86,14.93,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
19-10-2022 00:00,20-10-2022 00:00,6.96,2.56,29.13,16.29,54.07,27.4,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
20-10-2022 00:00,21-10-2022 00:00,19.75,4.59,39.630000000000003,35.950000000000003,16,16.670000000000002,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
21-10-2022 00:00,22-10-2022 00:00,7.9,1.35,5.5,19.420000000000002,39.619999999999997,16.850000000000001,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
22-10-2022 00:00,23-10-2022 00:00,8.48,1.62,6.16,31.38,83.99,50.6,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
23-10-2022 00:00,24-10-2022 00:00,12.45,1.71,7.54,37.840000000000003,144,89.21,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
24-10-2022 00:00,25-10-2022 00:00,8.9,2.41,10.98,48.73,210.68,150.02000000000001,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB"
